Plot,Transect,Sampling Date,SPP6,Number,MeanWeight,TotWeight
PFCA 1,6,2019-11-14,DIGISC,231,0.7629692333333333,176.2458929
PFCA 1,6,2019-11-14,SOLALT,207,0.08345833333333333,17.275875
PFCA 1,6,2019-11-14,RATPIN,10,0.8603238096666666,8.603238096666665
PFCA 1,6,2019-11-14,CYPECH,17,0.379847619047619,6.457409523809523
PFCA 1,6,2019-11-14,RUDSUB,1,0.9408,0.9408
PFCA 1,6,2019-11-14,ANDGER,1,2.256351194444445,2.256351194444445
PFCA 1,6,2019-11-14,PLAVIR,1,0.3989142857142857,0.3989142857142857
PFCA 1,6,2019-11-14,OENBIE,6,0.385047878375,2.31028727025
PFCA 1,6,2019-11-14,EUPSPP,148,0.6856395833333334,101.47465833333335
PFCA 1,6,2019-11-14,PENDIG,1,0.26892472222222236,0.26892472222222236
PFCA 1,6,2019-11-14,SYMSPP,62,2.4399198451156465,151.2750303971701
PFCA 2,10,2019-11-14,PENDIG,665,0.26892472222222236,178.83494027777786
PFCA 2,10,2019-11-14,SORNUT,24,1.9083801666666669,45.801124
PFCA 2,10,2019-11-14,SETSPP,11,1.3855,15.240499999999999
PFCA 2,10,2019-11-14,ERYYUC,2,3.903582083333333,7.807164166666666
PFCA 2,10,2019-11-14,CORTRI,1,2.5625999999999998,2.5625999999999998
PFCA 2,10,2019-11-14,LESCUN,27,1.676333333333333,45.26099999999999
PFCA 2,10,2019-11-14,BOLAST,2,0.2682630952380952,0.5365261904761904
PFCA 2,10,2019-11-14,SCHSCO,1,1.2507505000476191,1.2507505000476191
PFCA 2,10,2019-11-14,RATPIN,3,0.8603238096666666,2.580971429
PFCA 2,10,2019-11-14,PYCPIL,1,0.12000000000000001,0.12000000000000001
PFCA 2,10,2019-11-14,DIGISC,31,0.7629692333333333,23.652046233333333
PFCA 2,10,2019-11-14,PYCTEN,2,0.07830793650793652,0.15661587301587304
PFCA 2,10,2019-11-14,MONFIS,5,0.3551962352499999,1.7759811762499993
PFCA 2,10,2019-11-14,SYMSPP,1,2.4399198451156465,2.4399198451156465
PFCA 2,10,2019-11-14,SOLALT,14,0.08345833333333333,1.1684166666666667
PFCA 3,2,2019-11-14,SORNUT,14,1.9083801666666669,26.717322333333335
PFCA 3,2,2019-11-14,BAPALB,1,16.20666666666667,16.20666666666667
PFCA 3,2,2019-11-14,SCHSCO,4,1.2507505000476191,5.0030020001904765
PFCA 3,2,2019-11-14,SOLALT,3,0.08345833333333333,0.250375
PFCA 3,2,2019-11-14,PYCTEN,9,0.07830793650793652,0.7047714285714287
PFCA 3,2,2019-11-14,ERYYUC,1,3.903582083333333,3.903582083333333
PFCA 3,2,2019-11-14,RUDHIR,1,0.4013691482916667,0.4013691482916667
PFCA 3,10,2019-11-14,SORNUT,7,1.9083801666666669,13.358661166666668
PFCA 3,10,2019-11-14,ERYYUC,2,3.903582083333333,7.807164166666666
PFCA 3,10,2019-11-14,SCHSCO,8,1.2507505000476191,10.006004000380953
PFCA 3,10,2019-11-14,LESCAP,5,2.77058860575,13.85294302875
PFCA 3,10,2019-11-14,LESVIR,15,1.914,28.709999999999997
PFCA 3,10,2019-11-14,TRAOHI,1,3.368574523809524,3.368574523809524
PFCA 1,8,2019-11-14,DESSPP,1,4.89925,4.89925
PFCA 1,8,2019-11-14,LESCUN,4,1.676333333333333,6.705333333333332
PFCA 1,8,2019-11-14,SCHSCO,1,1.2507505000476191,1.2507505000476191
PFCA 1,8,2019-11-14,SETSPP,10,1.3855,13.855
PFCA 1,8,2019-11-14,CYPECH,4,0.379847619047619,1.519390476190476
PFCA 1,8,2019-11-14,EUPSPP,218,0.6856395833333334,149.46942916666669
PFCA 1,8,2019-11-14,DIGISC,55,0.7629692333333333,41.96330783333333
PFCA 1,8,2019-11-14,SYMSPP,42,2.4399198451156465,102.47663349485715
PFCA 1,8,2019-11-14,SOLALT,96,0.08345833333333333,8.012
PFCA 1,8,2019-11-14,RUDHIR,1,0.4013691482916667,0.4013691482916667
PFCA 1,8,2019-11-14,ERASPE,1,0.07540000000000001,0.07540000000000001
PFCA 2,7,2019-11-14,SORNUT,12,1.9083801666666669,22.900562
PFCA 2,7,2019-11-14,SCHSCO,7,1.2507505000476191,8.755253500333334
PFCA 2,7,2019-11-14,ANDGER,3,2.256351194444445,6.769053583333335
PFCA 2,7,2019-11-14,SOLRIG,9,0.8011549681904762,7.210394713714285
PFCA 2,7,2019-11-14,RATPIN,1,0.8603238096666666,0.8603238096666666
PFCA 2,7,2019-11-14,SYMSPP,5,2.4399198451156465,12.199599225578233
PFCA 2,7,2019-11-14,SPOHET,1,1.9417507142857149,1.9417507142857149
PFCA 2,7,2019-11-14,PYCTEN,6,0.07830793650793652,0.4698476190476191
PFCA 2,7,2019-11-14,PENDIG,2,0.26892472222222236,0.5378494444444447
PFCA 2,7,2019-11-14,EUPSPP,1,0.6856395833333334,0.6856395833333334
PFCA 2,7,2019-11-14,RUDSUB,1,0.9408,0.9408
PFCA 3,8,2019-11-14,LESVIR,5,1.914,9.57
PFCA 3,8,2019-11-14,LESCUN,5,1.676333333333333,8.381666666666664
PFCA 3,8,2019-11-14,SORNUT,3,1.9083801666666669,5.7251405
PFCA 3,8,2019-11-14,SCHSCO,15,1.2507505000476191,18.761257500714287
PFCA 3,8,2019-11-14,PYCTEN,3,0.07830793650793652,0.23492380952380956
PFCA 1,2,2019-11-14,HYPPUN,7,0.0568047619047619,0.3976333333333333
PFCA 1,2,2019-11-14,DIGISC,3,0.7629692333333333,2.2889077
PFCA 1,2,2019-11-14,TRIFLA,1,1.04422,1.04422
PFCA 1,2,2019-11-14,EUPSPP,10,0.6856395833333334,6.856395833333334
PFCA 1,2,2019-11-14,CHAFAS,2,7.381539394,14.763078788
PFCA 1,2,2019-11-14,ERYYUC,1,3.903582083333333,3.903582083333333
PFCA 1,2,2019-11-14,KUMSPP,25,1.6195276362083333,40.488190905208334
PFCA 1,2,2019-11-14,SETSPP,1,1.3855,1.3855
PFCA 1,2,2019-11-14,RUDHIR,4,0.4013691482916667,1.6054765931666668
PFCA 1,2,2019-11-14,SORNUT,1,1.9083801666666669,1.9083801666666669
PFCA 1,2,2019-11-14,OENBIE,16,0.385047878375,6.160766054
PFCA 1,2,2019-11-14,CORTRI,1,2.5625999999999998,2.5625999999999998
PFCA 1,2,2019-11-14,BOLAST,2,0.2682630952380952,0.5365261904761904
PFCA 1,2,2019-11-14,MONFIS,1,0.3551962352499999,0.3551962352499999
PFCA 1,2,2019-11-14,SYMSPP,136,2.4399198451156465,331.8290989357279
PFCA 1,2,2019-11-14,SOLALT,80,0.08345833333333333,6.676666666666666
PFCA 1,2,2019-11-14,PENDIG,531,0.26892472222222236,142.79902750000008
PFCA 2,6,2019-11-14,SCHSCO,1,1.2507505000476191,1.2507505000476191
PFCA 2,6,2019-11-14,SORNUT,11,1.9083801666666669,20.992181833333337
PFCA 2,6,2019-11-14,MELSPP,6,2.322282,13.933692
PFCA 2,6,2019-11-14,RUDSUB,2,0.9408,1.8816
PFCA 2,6,2019-11-14,SYMNOV,2,0.4095875,0.819175
PFCA 2,6,2019-11-14,DIGISC,1,0.7629692333333333,0.7629692333333333
PFCA 2,6,2019-11-14,BARVUL,1,0.6333466666666666,0.6333466666666666
PFCA 2,6,2019-11-14,PENDIG,15,0.26892472222222236,4.033870833333335
PFCA 2,6,2019-11-14,PYCTEN,111,0.07830793650793652,8.692180952380953
PFCA 2,6,2019-11-14,SYMSPP,2,2.4399198451156465,4.879839690231293
PFCA 1,7,2019-11-14,SORNUT,4,1.9083801666666669,7.6335206666666675
PFCA 1,7,2019-11-14,CORTRI,10,2.5625999999999998,25.625999999999998
PFCA 1,7,2019-11-14,AMBART,1,3.30768,3.30768
PFCA 1,7,2019-11-14,BIDARI,1,2.101,2.101
PFCA 1,7,2019-11-14,FESPAR,2,1.0607,2.1214
PFCA 1,7,2019-11-14,EUPSPP,135,0.6856395833333334,92.56134375
PFCA 1,7,2019-11-14,DIGISC,27,0.7629692333333333,20.6001693
PFCA 1,7,2019-11-14,RUDHIR,7,0.4013691482916667,2.809584038041667
PFCA 1,7,2019-11-14,RATPIN,2,0.8603238096666666,1.720647619333333
PFCA 1,7,2019-11-14,ANDGER,1,2.256351194444445,2.256351194444445
PFCA 1,7,2019-11-14,CYPECH,1,0.379847619047619,0.379847619047619
PFCA 1,7,2019-11-14,ACHMIL,34,0.2219908636428572,7.5476893638571445
PFCA 1,7,2019-11-14,MELSPP,1,2.322282,2.322282
PFCA 1,7,2019-11-14,SETSPP,1,1.3855,1.3855
PFCA 1,7,2019-11-14,PENDIG,5,0.26892472222222236,1.3446236111111118
PFCA 1,7,2019-11-14,SYMSPP,16,2.4399198451156465,39.038717521850344
PFCA 1,7,2019-11-14,PYCTEN,1,0.07830793650793652,0.07830793650793652
PFCA 1,7,2019-11-14,SOLALT,103,0.08345833333333333,8.596208333333333
PFCA 2,1,2019-11-14,SORNUT,5,1.9083801666666669,9.541900833333335
PFCA 2,1,2019-11-14,ERYYUC,6,3.903582083333333,23.421492499999996
PFCA 2,1,2019-11-14,SCHSCO,7,1.2507505000476191,8.755253500333334
PFCA 2,1,2019-11-14,ANDGER,1,2.256351194444445,2.256351194444445
PFCA 2,1,2019-11-14,SETSPP,34,1.3855,47.107
PFCA 2,1,2019-11-14,CORTRI,3,2.5625999999999998,7.687799999999999
PFCA 2,1,2019-11-14,DIGISC,12,0.7629692333333333,9.1556308
PFCA 2,1,2019-11-14,RUDHIR,15,0.4013691482916667,6.020537224375
PFCA 2,1,2019-11-14,RUDSUB,1,0.9408,0.9408
PFCA 2,1,2019-11-14,BOLAST,2,0.2682630952380952,0.5365261904761904
PFCA 2,1,2019-11-14,OXADIL,1,0.1922,0.1922
PFCA 2,1,2019-11-14,MONFIS,1,0.3551962352499999,0.3551962352499999
PFCA 2,1,2019-11-14,FESPAR,1,1.0607,1.0607
PFCA 2,1,2019-11-14,SYMSPP,11,2.4399198451156465,26.83911829627211
PFCA 2,1,2019-11-14,SOLALT,5,0.08345833333333333,0.4172916666666666
PFCA 2,1,2019-11-14,EUPSPP,2,0.6856395833333334,1.3712791666666668
PFCA 2,1,2019-11-14,PENDIG,67,0.26892472222222236,18.017956388888898
PFCA 1,1,2019-11-14,CHAFAS,6,7.381539394,44.289236364
PFCA 1,1,2019-11-14,SETSPP,13,1.3855,18.011499999999998
PFCA 1,1,2019-11-14,THLARV,1,1.014025,1.014025
PFCA 1,1,2019-11-14,PENDIG,2,0.26892472222222236,0.5378494444444447
PFCA 1,1,2019-11-14,RUDHIR,6,0.4013691482916667,2.40821488975
PFCA 1,1,2019-11-14,DIGISC,3,0.7629692333333333,2.2889077
PFCA 1,1,2019-11-14,EUPSPP,3,0.6856395833333334,2.0569187500000004
PFCA 1,1,2019-11-14,SYMSPP,17,2.4399198451156465,41.47863736696599
PFCA 1,1,2019-11-14,SOLALT,22,0.08345833333333333,1.8360833333333333
PFCA 2,5,2019-12-01,KUMSPP,4,1.6195276362083333,6.478110544833333
PFCA 2,5,2019-12-01,CORLAN,2,1.3795757576666672,2.7591515153333344
PFCA 2,5,2019-12-01,PENDIG,299,0.26892472222222236,80.40849194444448
PFCA 2,5,2019-12-01,ERYYUC,2,3.903582083333333,7.807164166666666
PFCA 2,5,2019-12-01,SORNUT,11,1.9083801666666669,20.992181833333337
PFCA 2,5,2019-12-01,RATPIN,2,0.8603238096666666,1.720647619333333
PFCA 2,5,2019-12-01,SOLRIG,3,0.8011549681904762,2.4034649045714285
PFCA 2,5,2019-12-01,SETSPP,4,1.3855,5.542
PFCA 2,5,2019-12-01,BIDARI,1,2.101,2.101
PFCA 2,5,2019-12-01,LESCUN,3,1.676333333333333,5.028999999999999
PFCA 2,5,2019-12-01,DIGISC,4,0.7629692333333333,3.0518769333333333
PFCA 2,5,2019-12-01,THLARV,1,1.014025,1.014025
PFCA 2,5,2019-12-01,SPHOBT,1,0.3955190476190476,0.3955190476190476
PFCA 2,5,2019-12-01,BOLAST,3,0.2682630952380952,0.8047892857142857
PFCA 2,5,2019-12-01,SCHSCO,1,1.2507505000476191,1.2507505000476191
PFCA 2,5,2019-12-01,PLAVIR,5,0.3989142857142857,1.9945714285714287
PFCA 2,5,2019-12-01,RUDSUB,1,0.9408,0.9408
PFCA 2,5,2019-12-01,BARVUL,2,0.6333466666666666,1.2666933333333332
PFCA 2,5,2019-12-01,CYPECH,3,0.379847619047619,1.139542857142857
PFCA 2,5,2019-12-01,RUDHIR,1,0.4013691482916667,0.4013691482916667
PFCA 2,5,2019-12-01,MONFIS,8,0.3551962352499999,2.841569881999999
PFCA 2,5,2019-12-01,PYCTEN,11,0.07830793650793652,0.8613873015873017
PFCA 2,5,2019-12-01,SYMSPP,4,2.4399198451156465,9.759679380462586
PFCA 3,2,2019-12-01,PYCTEN,20,0.07830793650793652,1.5661587301587305
PFCA 3,2,2019-12-01,SORNUT,8,1.9083801666666669,15.267041333333335
PFCA 3,2,2019-12-01,ERYYUC,5,3.903582083333333,19.517910416666663
PFCA 3,2,2019-12-01,BAPALB,3,16.20666666666667,48.62000000000001
PFCA 3,2,2019-12-01,SCHSCO,2,1.2507505000476191,2.5015010000952382
PFCA 3,2,2019-12-01,SYMSPP,3,2.4399198451156465,7.31975953534694
PFCA 3,2,2019-12-01,SOLALT,1,0.08345833333333333,0.08345833333333333
PFCA 3,2,2019-12-01,CYPACU,6,0.06564,0.39384
PFCA 2,2,2019-12-01,PENDIG,398,0.26892472222222236,107.0320394444445
PFCA 2,2,2019-12-01,DESSPP,1,4.89925,4.89925
PFCA 2,2,2019-12-01,SORNUT,5,1.9083801666666669,9.541900833333335
PFCA 2,2,2019-12-01,SCHSCO,3,1.2507505000476191,3.752251500142857
PFCA 2,2,2019-12-01,CORTRI,1,2.5625999999999998,2.5625999999999998
PFCA 2,2,2019-12-01,SETSPP,10,1.3855,13.855
PFCA 2,2,2019-12-01,CORLAN,2,1.3795757576666672,2.7591515153333344
PFCA 2,2,2019-12-01,KUMSPP,6,1.6195276362083333,9.717165817249999
PFCA 2,2,2019-12-01,RUDSUB,4,0.9408,3.7632
PFCA 2,2,2019-12-01,RATPIN,1,0.8603238096666666,0.8603238096666666
PFCA 2,2,2019-12-01,BOLAST,3,0.2682630952380952,0.8047892857142857
PFCA 2,2,2019-12-01,MEDLUP,4,1.523170634920635,6.09268253968254
PFCA 2,2,2019-12-01,MONFIS,8,0.3551962352499999,2.841569881999999
PFCA 2,2,2019-12-01,OENBIE,1,0.385047878375,0.385047878375
PFCA 2,2,2019-12-01,AGASPP,1,0.0498,0.0498
PFCA 2,2,2019-12-01,PYCTEN,9,0.07830793650793652,0.7047714285714287
PFCA 2,2,2019-12-01,SOLNEM,3,0.12743539999999998,0.38230619999999993
PFCA 2,2,2019-12-01,SOLRIG,1,0.8011549681904762,0.8011549681904762
PFCA 2,2,2019-12-01,SYMSPP,2,2.4399198451156465,4.879839690231293
PFCA 2,2,2019-12-01,SOLALT,1,0.08345833333333333,0.08345833333333333
PFCA 2,2,2019-12-01,PYCPIL,1,0.12000000000000001,0.12000000000000001
PFCA 1,4,2019-12-01,CHAFAS,1,7.381539394,7.381539394
PFCA 1,4,2019-12-01,RUDHIR,3,0.4013691482916667,1.204107444875
PFCA 1,4,2019-12-01,MYOVER,1,0.3651714285714286,0.3651714285714286
PFCA 1,4,2019-12-01,ERASPE,7,0.07540000000000001,0.5278
PFCA 1,4,2019-12-01,KUMSPP,18,1.6195276362083333,29.15149745175
PFCA 1,4,2019-12-01,RATPIN,6,0.8603238096666666,5.161942858
PFCA 1,4,2019-12-01,OENBIE,1,0.385047878375,0.385047878375
PFCA 1,4,2019-12-01,DIGISC,65,0.7629692333333333,49.59300016666667
PFCA 1,4,2019-12-01,SETSPP,19,1.3855,26.3245
PFCA 1,4,2019-12-01,CORTRI,1,2.5625999999999998,2.5625999999999998
PFCA 1,4,2019-12-01,EUPSPP,11,0.6856395833333334,7.542035416666668
PFCA 1,4,2019-12-01,SOLRIG,1,0.8011549681904762,0.8011549681904762
PFCA 1,4,2019-12-01,SOLALT,56,0.08345833333333333,4.673666666666667
PFCA 1,4,2019-12-01,SYMSPP,164,2.4399198451156465,400.146854598966
PFCA 1,4,2019-12-01,LESCUN,137,1.676333333333333,229.65766666666661
PFCA 1,4,2019-12-01,SYMSPP,1,2.4399198451156465,2.4399198451156465
PFCA 1,4,2019-12-01,PENDIG,1338,0.26892472222222236,359.8212783333335
PFCA 3,7,2019-12-01,RUDSUB,14,0.9408,13.171199999999999
PFCA 3,7,2019-12-01,SYMSPP,2,2.4399198451156465,4.879839690231293
PFCA 3,7,2019-12-01,PENDIG,36,0.26892472222222236,9.681290000000004
PFCA 3,7,2019-12-01,ANDGER,3,2.256351194444445,6.769053583333335
PFCA 3,7,2019-12-01,DESSPP,1,4.89925,4.89925
PFCA 3,7,2019-12-01,CARFES,4,0.8268,3.3072
PFCA 3,7,2019-12-01,VERSPP,1,1.0889,1.0889
PFCA 3,7,2019-12-01,GENSPP,1,0.06154375,0.06154375
PFCA 3,1,2019-12-01,ERYYUC,7,3.903582083333333,27.32507458333333
PFCA 3,1,2019-12-01,GENSPP,5,0.06154375,0.30771875
PFCA 3,1,2019-12-01,SCHSCO,5,1.2507505000476191,6.253752500238096
PFCA 3,1,2019-12-01,LESVIR,7,1.914,13.398
PFCA 3,1,2019-12-01,SORNUT,33,1.9083801666666669,62.97654550000001
PFCA 3,1,2019-12-01,RUDHIR,15,0.4013691482916667,6.020537224375
PFCA 3,1,2019-12-01,CYPACU,1,0.06564,0.06564
PFCA 3,1,2019-12-01,ERASPE,1,0.07540000000000001,0.07540000000000001
PFCA 3,1,2019-12-01,SYMSPP,46,2.4399198451156465,112.23631287531974
PFCA 3,3,2019-12-01,SORNUT,15,1.9083801666666669,28.625702500000003
PFCA 3,3,2019-12-01,ERYYUC,4,3.903582083333333,15.614328333333331
PFCA 3,3,2019-12-01,BOLAST,1,0.2682630952380952,0.2682630952380952
PFCA 3,3,2019-12-01,RUDHIR,1,0.4013691482916667,0.4013691482916667
PFCA 3,3,2019-12-01,BAPALB,1,16.20666666666667,16.20666666666667
PFCA 3,3,2019-12-01,RUDSUB,4,0.9408,3.7632
PFCA 3,3,2019-12-01,SCHSCO,3,1.2507505000476191,3.752251500142857
PFCA 3,3,2019-12-01,PENDIG,7,0.26892472222222236,1.8824730555555564
PFCA 3,3,2019-12-01,PYCTEN,69,0.07830793650793652,5.40324761904762
PFCA 3,3,2019-12-01,SYMSPP,1,2.4399198451156465,2.4399198451156465
PFCA 3,3,2019-12-01,SOLALT,2,0.08345833333333333,0.16691666666666666
PFCA 3,10,2019-12-01,ERYYUC,6,3.903582083333333,23.421492499999996
PFCA 3,10,2019-12-01,LESCAP,13,2.77058860575,36.01765187475
PFCA 3,10,2019-12-01,LESVIR,26,1.914,49.763999999999996
PFCA 3,10,2019-12-01,CARBIC,1,1.287639558333334,1.287639558333334
PFCA 3,10,2019-12-01,SORNUT,5,1.9083801666666669,9.541900833333335
PFCA 3,10,2019-12-01,SYMSPP,1,2.4399198451156465,2.4399198451156465
PFCA 3,10,2019-12-01,SOLALT,2,0.08345833333333333,0.16691666666666666
PFCA 3,10,2019-12-01,PENDIG,7,0.26892472222222236,1.8824730555555564
PFCA 3,10,2019-12-01,CARBUS,2,2.4875442857142858,4.9750885714285715
PFCA 3,10,2019-12-01,ANDGER,3,2.256351194444445,6.769053583333335
PFCA 3,10,2019-12-01,RUDSUB,1,0.9408,0.9408
PFCA 3,8,2019-12-01,LESCAP,12,2.77058860575,33.247063269
PFCA 3,8,2019-12-01,LESVIR,43,1.914,82.30199999999999
PFCA 3,8,2019-12-01,LESCUN,47,1.676333333333333,78.78766666666665
PFCA 3,8,2019-12-01,SORNUT,11,1.9083801666666669,20.992181833333337
PFCA 3,8,2019-12-01,ERYYUC,3,3.903582083333333,11.710746249999998
PFCA 3,8,2019-12-01,BAPALB,1,16.20666666666667,16.20666666666667
PFCA 3,8,2019-12-01,SCHSCO,3,1.2507505000476191,3.752251500142857
PFCA 3,8,2019-12-01,ANDGER,2,2.256351194444445,4.51270238888889
PFCA 3,8,2019-12-01,PYCTEN,23,0.07830793650793652,1.80108253968254
PFCA 3,8,2019-12-01,CARFES,3,0.8268,2.4804
PFCA 3,8,2019-12-01,RUDSUB,1,0.9408,0.9408
PFCA 3,8,2019-12-01,ERASPE,12,0.07540000000000001,0.9048
PFCA 3,8,2019-12-01,SYMSPP,5,2.4399198451156465,12.199599225578233
PFCA 3,4,2019-12-01,SCHSCO,2,1.2507505000476191,2.5015010000952382
PFCA 3,4,2019-12-01,SORNUT,6,1.9083801666666669,11.450281
PFCA 3,4,2019-12-01,LESCUN,6,1.676333333333333,10.057999999999998
PFCA 3,4,2019-12-01,SYMSPP,1,2.4399198451156465,2.4399198451156465
PFCA 3,4,2019-12-01,PENDIG,55,0.26892472222222236,14.79085972222223
PFCA 3,4,2019-12-01,RUDHIR,3,0.4013691482916667,1.204107444875
PFCA 3,4,2019-12-01,SOLALT,3,0.08345833333333333,0.250375
PFCA 3,4,2019-12-01,SYMSPP,1,2.4399198451156465,2.4399198451156465
PFCA 3,4,2019-12-01,MOLVER,2,0.22164999999999999,0.44329999999999997
PFCA 3,4,2019-12-01,GENSPP,1,0.06154375,0.06154375
PFCA 3,4,2019-12-01,MELSPP,1,2.322282,2.322282
PFCA 3,4,2019-12-01,ERYYUC,2,3.903582083333333,7.807164166666666
PFCA 3,5,2019-12-01,LESVIR,8,1.914,15.312
PFCA 3,5,2019-12-01,SORNUT,11,1.9083801666666669,20.992181833333337
PFCA 3,5,2019-12-01,SCHSCO,13,1.2507505000476191,16.259756500619048
PFCA 3,5,2019-12-01,SYMSPP,3,2.4399198451156465,7.31975953534694
PFCA 3,5,2019-12-01,PENDIG,2,0.26892472222222236,0.5378494444444447
PFCA 3,5,2019-12-01,AMOCAN,11,2.469646333333333,27.166109666666664
PFCA 3,5,2019-12-01,ERYYUC,8,3.903582083333333,31.228656666666662
PFCA 3,9,2019-12-01,LESCUN,214,1.676333333333333,358.73533333333324
PFCA 3,9,2019-12-01,LESVIR,6,1.914,11.484
PFCA 3,9,2019-12-01,LESCAP,6,2.77058860575,16.6235316345
PFCA 3,9,2019-12-01,SORNUT,11,1.9083801666666669,20.992181833333337
PFCA 3,9,2019-12-01,ERYYUC,4,3.903582083333333,15.614328333333331
PFCA 3,9,2019-12-01,SOLALT,1,0.08345833333333333,0.08345833333333333
PFCA 3,9,2019-12-01,PENDIG,124,0.26892472222222236,33.346665555555575
PFCA 3,9,2019-12-01,RUDHIR,8,0.4013691482916667,3.2109531863333336
PFCA 3,9,2019-12-01,EUPSPP,1,0.6856395833333334,0.6856395833333334
PFCA 3,9,2019-12-01,RUDSUB,1,0.9408,0.9408
PFCA 3,9,2019-12-01,GENSPP,13,0.06154375,0.80006875
PFCA 3,9,2019-12-01,MOLVER,5,0.22164999999999999,1.10825
PFCA 3,9,2019-12-01,BOLAST,1,0.2682630952380952,0.2682630952380952
PFCA 3,9,2019-12-01,SYMSPP,3,2.4399198451156465,7.31975953534694
PFCA 3,9,2019-12-01,PYCPIL,3,0.12000000000000001,0.36000000000000004
PFCA 3,9,2019-12-01,ANDGER,1,2.256351194444445,2.256351194444445
PFCA 3,6,2019-12-01,PENDIG,46,0.26892472222222236,12.370537222222229
PFCA 3,6,2019-12-01,AMOCAN,2,2.469646333333333,4.939292666666666
PFCA 3,6,2019-12-01,ERYYUC,8,3.903582083333333,31.228656666666662
PFCA 3,6,2019-12-01,SCHSCO,3,1.2507505000476191,3.752251500142857
PFCA 3,6,2019-12-01,SORNUT,8,1.9083801666666669,15.267041333333335
PFCA 3,6,2019-12-01,GENSPP,1,0.06154375,0.06154375
PFCA 3,6,2019-12-01,RUDHIR,5,0.4013691482916667,2.0068457414583336
PFCA 3,6,2019-12-01,SYMSPP,4,2.4399198451156465,9.759679380462586
PFCA 3,6,2019-12-01,SOLALT,1,0.08345833333333333,0.08345833333333333
PFCA 3,6,2019-12-01,LESCAP,2,2.77058860575,5.5411772115
PFCA 3,6,2019-12-01,LESVIR,37,1.914,70.818
PFCA 3,6,2019-12-12,PENDIG,1,0.26892472222222236,0.26892472222222236
PFCA 3,6,2019-12-12,LESVIR,3,1.914,5.742
PFCA 3,6,2019-12-12,SYMSPP,1,2.4399198451156465,2.4399198451156465
PFCA 3,6,2019-12-12,ERYYUC,1,3.903582083333333,3.903582083333333
PFCA 3,6,2019-12-12,RUDSUB,1,0.9408,0.9408
PFCA 3,6,2019-12-12,PYCPIL,1,0.12000000000000001,0.12000000000000001
PFCA 3,6,2019-12-12,SETSPP,1,1.3855,1.3855
PFCA 3,3,2019-12-12,RUDSUB,1,0.9408,0.9408
PFCA 3,10,2019-12-12,DESSPP,1,4.89925,4.89925
PFCA 3,10,2019-12-12,LESCAP,2,2.77058860575,5.5411772115
PFCA 3,10,2019-12-12,LESVIR,2,1.914,3.828
PFCA 3,10,2019-12-12,SOLNEM,1,0.12743539999999998,0.12743539999999998
PFCA 3,8,2019-12-12,LESVIR,2,1.914,3.828
PFCA 3,8,2019-12-12,LESCUN,4,1.676333333333333,6.705333333333332
PFCA 3,5,2019-12-12,SCHSCO,1,1.2507505000476191,1.2507505000476191
PFCA 3,1,2019-12-12,SYMSPP,6,2.4399198451156465,14.63951907069388
PFCA 3,4,2019-12-12,SORNUT,2,1.9083801666666669,3.8167603333333338
PFCA 3,9,2019-12-12,LESCUN,91,1.676333333333333,152.5463333333333
PFCA 3,9,2019-12-12,LESVIR,1,1.914,1.914
PFCA 3,9,2019-12-12,PENDIG,5,0.26892472222222236,1.3446236111111118
PFCA 3,9,2019-12-12,PYCPIL,2,0.12000000000000001,0.24000000000000002
PFCA 3,9,2019-12-12,GENSPP,2,0.06154375,0.1230875
PFCA 3,9,2019-12-12,SORNUT,2,1.9083801666666669,3.8167603333333338
PFCA 3,7,2019-12-12,SOLALT,1,0.08345833333333333,0.08345833333333333
PFCA 3,7,2019-12-12,PENDIG,1,0.26892472222222236,0.26892472222222236
PFCA 3,7,2019-12-12,LESCAP,1,2.77058860575,2.77058860575
PFCA 1,9,2019-12-01,CYPECH,5,0.379847619047619,1.899238095238095
PFCA 1,9,2019-12-01,BOLAST,1,0.2682630952380952,0.2682630952380952
PFCA 1,9,2019-12-01,PENDIG,3,0.26892472222222236,0.806774166666667
PFCA 1,9,2019-12-01,SOLRIG,2,0.8011549681904762,1.6023099363809523
PFCA 1,9,2019-12-01,CORTRI,4,2.5625999999999998,10.250399999999999
PFCA 1,9,2019-12-01,SORNUT,1,1.9083801666666669,1.9083801666666669
PFCA 1,9,2019-12-01,AMBART,5,3.30768,16.5384
PFCA 1,9,2019-12-01,CHAFAS,3,7.381539394,22.144618182
PFCA 1,9,2019-12-01,RUDHIR,3,0.4013691482916667,1.204107444875
PFCA 1,9,2019-12-01,LESCAP,1,2.77058860575,2.77058860575
PFCA 1,9,2019-12-01,RATPIN,7,0.8603238096666666,6.022266667666666
PFCA 1,9,2019-12-01,SETSPP,20,1.3855,27.71
PFCA 1,9,2019-12-01,DIGISC,13,0.7629692333333333,9.918600033333334
PFCA 1,9,2019-12-01,KUMSPP,1,1.6195276362083333,1.6195276362083333
PFCA 1,9,2019-12-01,SYMSPP,71,2.4399198451156465,173.2343090032109
PFCA 1,9,2019-12-01,EUPSPP,141,0.6856395833333334,96.67518125000001
PFCA 1,9,2019-12-01,SOLALT,132,0.08345833333333333,11.016499999999999
PFCA 1,3,2019-12-01,DIGISC,120,0.7629692333333333,91.556308
PFCA 1,3,2019-12-01,PENDIG,818,0.26892472222222236,219.98042277777787
PFCA 1,3,2019-12-01,LESCUN,26,1.676333333333333,43.58466666666666
